		DROP	Slider_1	Checkbox_1	DROP	Slider_2	DROP		DROP	Latitude	Longitude	DROP	DROP	Category_color
Russia	Kursk nuclear power plant	1-2	1000	operating	RBMK-1000	1979	NA	Rosatom	Rosenergoatom	51.6764	35.6064	NA	Kursk Oblast	light water graphite reactor
Russia	Kursk nuclear power plant	1-3	1000	operating	RBMK-1000	1984	NA	Rosatom	Rosenergoatom	51.6764	35.6064	NA	Kursk Oblast	light water graphite reactor
Russia	Kursk nuclear power plant	1-4	1000	operating	RBMK-1000	1986	NA	Rosatom	Rosenergoatom	51.6764	35.6064	NA	Kursk Oblast	light water graphite reactor
Russia	Atomic Power Station 1 Obninsk nuclear power plant	NA	6	retired	AM-1	1954	2002	Ministry Of Medium Machine Building Of The USSR (Minsredmash)	Ministry Of Medium Machine Building Of The USSR (Minsredmash)	55.08901	36.5912	NA	Kaluga Oblast	light water graphite reactor
Russia	Novovoronezh nuclear power plant	1-1	210	retired	VVER V-210	1964	1988	Ministry Of Medium Machine Building Of The USSR (Minsredmash)	Rosenergoatom	51.26677	39.2151	NA	Voronezh Oblast	pressurized water reactor
Russia	Novovoronezh nuclear power plant	1-2	365	retired	VVER V-365	1970	1990	Ministry Of Medium Machine Building Of The USSR (Minsredmash)	Rosenergoatom	51.26677	39.2151	NA	Voronezh Oblast	pressurized water reactor
Russia	Novovoronezh nuclear power plant	1-3	417	retired	VVER V-179	1972	2016	Rosatom	Rosenergoatom	51.26677	39.2151	NA	Voronezh Oblast	pressurized water reactor
Russia	Novovoronezh nuclear power plant	1-4	417	operating	VVER V-179	1973	2032	Rosatom	Rosenergoatom	51.26677	39.2151	NA	Voronezh Oblast	pressurized water reactor
Russia	Novovoronezh nuclear power plant	1-5	1000	operating	VVER V-187	1981	2040	Rosatom	Rosenergoatom	51.26677	39.2151	NA	Voronezh Oblast	pressurized water reactor
Russia	Novovoronezh nuclear power plant	2-1	1180	operating	VVER V-392M	2017	NA	Rosatom	Rosenergoatom	51.26677	39.2151	NA	Voronezh Oblast	pressurized water reactor
Russia	Novovoronezh nuclear power plant	2-2	1181	operating	VVER V-392M	2019	NA	Rosatom	Rosenergoatom	51.26677	39.2151	NA	Voronezh Oblast	pressurized water reactor
Russia	Rostov nuclear power plant	1	1041	operating	VVER V-320	2001	NA	Rosatom	Rosenergoatom	47.6012	42.3677	NA	Rostov Oblast	pressurized water reactor
Russia	Rostov nuclear power plant	2	1000	operating	VVER V-320	2010	NA	Rosatom	Rosenergoatom	47.6012	42.3677	NA	Rostov Oblast	pressurized water reactor
Russia	Rostov nuclear power plant	3	1000	operating	VVER V-320	2015	NA	Rosatom	Rosenergoatom	47.6012	42.3677	NA	Rostov Oblast	pressurized water reactor
Russia	Rostov nuclear power plant	4	1030	operating	VVER V-320	2018	NA	Rosatom	Rosenergoatom	47.6012	42.3677	NA	Rostov Oblast	pressurized water reactor
Armenia	Armenian nuclear power plant	1	408	retired	VVER V-270	1977	1989	Ministry Of Territorial Administration And Infrastructure	Closed Joint Stock Company Armenian NPP	40.1817	44.1423	Vagharshapat region	Armavir Province	pressurized water reactor
Armenia	Armenian nuclear power plant	2	448	operating	VVER V-270	1980	2026	Ministry Of Territorial Administration And Infrastructure	Closed Joint Stock Company Armenian NPP	40.1817	44.1423	Vagharshapat region	Armavir Province	pressurized water reactor
Russia	Balakovo nuclear power plant	1	1000	operating	VVER V-320	1986	NA	Rosatom	Rosenergoatom	52.0928	47.9539	NA	Saratov Oblast	pressurized water reactor
Russia	Balakovo nuclear power plant	2	1000	operating	VVER V-320	1988	NA	Rosatom	Rosenergoatom	52.0928	47.9539	NA	Saratov Oblast	pressurized water reactor
Russia	Balakovo nuclear power plant	3	1000	operating	VVER V-320	1989	NA	Rosatom	Rosenergoatom	52.0928	47.9539	NA	Saratov Oblast	pressurized water reactor
Russia	Balakovo nuclear power plant	4	1000	operating	VVER V-320	1993	NA	Rosatom	Rosenergoatom	52.0928	47.9539	NA	Saratov Oblast	pressurized water reactor
Iran	Bushehr nuclear power plant	1	1000	operating	VVER V-446	2013	NA	Nuclear Power Production And Development CO Of Iran	Nuclear Power Production And Development CO Of Iran	28.82962	50.88601	NA	Bushehr Province	pressurized water reactor
Kazakhstan	Aktau nuclear power plant	NA	90	retired	BN-350	1973	1999	Ministry Of Energy Of The Republic Of Kazakhstan	Mangistau Atomic Energy Complex; Kazatomprom	43.6092	51.28201	NA	Mangystau Region	other
United Arab Emirates	Barakah nuclear power plant	1	1417	operating	APR-1400	2021	NA	Emirates Nuclear Energy CORP	Nawah Energy CO	23.9695	52.2361	NA	Abu Dhabi Emirate	pressurized water reactor
United Arab Emirates	Barakah nuclear power plant	2	1417	operating	APR-1400	2022	NA	Emirates Nuclear Energy CORP	Nawah Energy CO	23.9695	52.2361	NA	Abu Dhabi Emirate	pressurized water reactor
United Arab Emirates	Barakah nuclear power plant	3	1417	operating	APR-1400	2023	NA	Emirates Nuclear Energy CORP	Nawah Energy CO	23.9695	52.2361	NA	Abu Dhabi Emirate	pressurized water reactor
Russia	Beloyarsk nuclear power plant	1	108	retired	AMB-100	1964	1983	Ministry Of Medium Machine Building Of The USSR (Minsredmash)	Rosenergoatom	56.8417	61.3225	NA	Sverdlovsk Oblast	light water graphite reactor
Russia	Beloyarsk nuclear power plant	2	160	retired	AMB-200	1969	1990	Ministry Of Medium Machine Building Of The USSR (Minsredmash)	Rosenergoatom	56.8417	61.3225	NA	Sverdlovsk Oblast	light water graphite reactor
Russia	Beloyarsk nuclear power plant	3	600	operating	BN-600	1981	NA	Rosatom	Rosenergoatom	56.8417	61.3225	NA	Sverdlovsk Oblast	other
Russia	Beloyarsk nuclear power plant	4	885	operating	BN-800	2016	NA	Rosatom	Rosenergoatom	56.8417	61.3225	NA	Sverdlovsk Oblast	other
Pakistan	Karachi nuclear power plant	1	100	retired	CANDU-137 MW	1972	2021	Pakistan Atomic Energy Commission	Pakistan Atomic Energy Commission	24.845	66.7888	NA	Sindh	pressurized heavy water reactor
Pakistan	Karachi nuclear power plant	2	1100	operating	ACP-1000	2021	NA	Pakistan Atomic Energy Commission	Pakistan Atomic Energy Commission	24.845	66.7888	NA	Sindh	pressurized water reactor
Pakistan	Karachi nuclear power plant	3	1100	operating	ACP-1000	2022	NA	Pakistan Atomic Energy Commission	Pakistan Atomic Energy Commission	24.845	66.7888	NA	Sindh	pressurized water reactor
Pakistan	Chashma nuclear power plant	1	325	operating	CNP-300	2000	NA	Pakistan Atomic Energy Commission	Pakistan Atomic Energy Commission	32.392	71.4616	NA	Punjab	pressurized water reactor
Pakistan	Chashma nuclear power plant	2	325	operating	CNP-300	2011	NA	Pakistan Atomic Energy Commission	Pakistan Atomic Energy Commission	32.392	71.4616	NA	Punjab	pressurized water reactor
Pakistan	Chashma nuclear power plant	3	340	operating	CNP-300	2016	NA	Pakistan Atomic Energy Commission	Pakistan Atomic Energy Commission	32.392	71.4616	NA	Punjab	pressurized water reactor
Pakistan	Chashma nuclear power plant	4	340	operating	CNP-300	2017	NA	Pakistan Atomic Energy Commission	Pakistan Atomic Energy Commission	32.392	71.4616	NA	Punjab	pressurized water reactor
India	Tarapur nuclear power plant	1	160	mothballed	BWR-1 (Mark 2)	1969	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	19.8294	72.6617	Palghar	Maharashtra	boiling water reactor
India	Tarapur nuclear power plant	2	160	mothballed	BWR-1 (Mark 2)	1969	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	19.8294	72.6617	Palghar	Maharashtra	boiling water reactor
India	Tarapur nuclear power plant	4	540	operating	Horizontal Pressure Tube type	2005	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	19.8294	72.6617	Palghar	Maharashtra	pressurized heavy water reactor
India	Tarapur nuclear power plant	3	540	operating	Horizontal Pressure Tube type	2006	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	19.8294	72.6617	Palghar	Maharashtra	pressurized heavy water reactor
India	Kakrapar nuclear power plant	1	220	operating	Horizontal Pressure Tube type	1993	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	21.2384	73.3489	Surat	Gujarat	pressurized heavy water reactor
India	Kakrapar nuclear power plant	2	220	operating	Horizontal Pressure Tube type	1995	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	21.2384	73.3489	Surat	Gujarat	pressurized heavy water reactor
India	Kakrapar nuclear power plant	3	700	operating	PHWR-700	2023	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	21.2384	73.3489	Surat	Gujarat	pressurized heavy water reactor
India	Kaiga nuclear power plant	1	220	operating	Horizontal Pressure Tube type	2000	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	14.86663	74.4398	Uttara Kannada	Karnataka	pressurized heavy water reactor
India	Kaiga nuclear power plant	2	220	operating	Horizontal Pressure Tube type	2000	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	14.86663	74.4398	Uttara Kannada	Karnataka	pressurized heavy water reactor
India	Kaiga nuclear power plant	3	220	operating	Horizontal Pressure Tube type	2007	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	14.86663	74.4398	Uttara Kannada	Karnataka	pressurized heavy water reactor
India	Kaiga nuclear power plant	4	220	operating	Horizontal Pressure Tube type	2011	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	14.86663	74.4398	Uttara Kannada	Karnataka	pressurized heavy water reactor
India	Rajasthan nuclear power plant	1	100	mothballed	Horizontal Pressure Tube type	1973	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	24.8747	75.6189	Chittorgarh District	Rajasthan	pressurized heavy water reactor
India	Rajasthan nuclear power plant	2	200	operating	Horizontal Pressure Tube type	1981	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	24.8747	75.6189	Chittorgarh District	Rajasthan	pressurized heavy water reactor
India	Rajasthan nuclear power plant	3	220	operating	Horizontal Pressure Tube type	2000	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	24.8747	75.6189	Chittorgarh District	Rajasthan	pressurized heavy water reactor
India	Rajasthan nuclear power plant	4	220	operating	Horizontal Pressure Tube type	2000	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	24.8747	75.6189	Chittorgarh District	Rajasthan	pressurized heavy water reactor
India	Rajasthan nuclear power plant	5	220	operating	Horizontal Pressure Tube type	2010	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	24.8747	75.6189	Chittorgarh District	Rajasthan	pressurized heavy water reactor
India	Rajasthan nuclear power plant	6	220	operating	Horizontal Pressure Tube type	2010	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	24.8747	75.6189	Chittorgarh District	Rajasthan	pressurized heavy water reactor
India	Kudankulam nuclear power plant	1	1000	operating	VVER V-412	2014	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	8.1689	77.7126	Tirunelveli District	Tamil Nadu	pressurized water reactor
India	Kudankulam nuclear power plant	2	1000	operating	VVER V-412	2017	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	8.1689	77.7126	Tirunelveli District	Tamil Nadu	pressurized water reactor
India	Narora nuclear power plant	1	220	operating	Horizontal Pressure Tube type	1991	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	28.156	78.4089	Bulandshahr	Uttar Pradesh	pressurized heavy water reactor
India	Narora nuclear power plant	2	220	operating	Horizontal Pressure Tube type	1992	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	28.156	78.4089	Bulandshahr	Uttar Pradesh	pressurized heavy water reactor
India	Madras nuclear power plant	1	220	mothballed	Horizontal Pressure Tube type	1984	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	12.5571	80.1754	Chengalpattu District	Tamil Nadu	pressurized heavy water reactor
India	Madras nuclear power plant	2	220	operating	Horizontal Pressure Tube type	1986	NA	Nuclear Power Corporation Of India LTD	Nuclear Power Corporation Of India LTD	12.5571	80.1754	Chengalpattu District	Tamil Nadu	pressurized heavy water reactor
Russia	Siberian nuclear power plant	I-1	50	retired	unknown	1955	1990	Rosatom	NA	56.6463	84.9127	NA	Tomsk Oblast	light water graphite reactor
Russia	Siberian nuclear power plant	EI-2	50	retired	unknown	1958	1991	Rosatom	NA	56.6463	84.9127	NA	Tomsk Oblast	light water graphite reactor
Russia	Siberian nuclear power plant	ADE-3	167	retired	unknown	1961	1992	Rosatom	NA	56.6463	84.9127	NA	Tomsk Oblast	light water graphite reactor
Russia	Siberian nuclear power plant	ADE-4	167	retired	unknown	1964	2008	Rosatom	NA	56.6463	84.9127	NA	Tomsk Oblast	light water graphite reactor
Russia	Siberian nuclear power plant	ADE-5	167	retired	unknown	1965	2008	Rosatom	NA	56.6463	84.9127	NA	Tomsk Oblast	light water graphite reactor
China	Fangchenggang nuclear power plant	1-1	1086	operating	CPR-1000	2016	NA	Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%]	Guangxi Fangchenggang Nuclear Power CO LTD	21.5766	108.4795	Fangchenggang	Guangxi	pressurized water reactor
China	Fangchenggang nuclear power plant	1-2	1086	operating	CPR-1000	2016	NA	Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%]	Guangxi Fangchenggang Nuclear Power CO LTD	21.5766	108.4795	Fangchenggang	Guangxi	pressurized water reactor
China	Fangchenggang nuclear power plant	2-3	1180	operating	HPR-1000	2023	NA	Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%]	Guangxi Fangchenggang Nuclear Power CO LTD	21.5766	108.4795	Fangchenggang	Guangxi	pressurized water reactor
China	Changjiang nuclear power plant	1	650	operating	CNP-600	2015	NA	Huaneng Nuclear Power Development CO LTD [51%]; China Nuclear Power CORP [49%]	Huaneng Hainan Changjiang Nuclear Power CO LTD	19.4606	108.9006	Changjiang	Hainan	pressurized water reactor
China	Changjiang nuclear power plant	2	650	operating	CNP-600	2016	NA	Huaneng Nuclear Power Development CO LTD [51%]; China Nuclear Power CORP [49%]	Huaneng Hainan Changjiang Nuclear Power CO LTD	19.4606	108.9006	Changjiang	Hainan	pressurized water reactor
China	Yangjiang nuclear power plant	1	1086	operating	CPR-1000	2014	NA	China General Nuclear Power CO LTD [34%]; Guangdong Nuclear Power Investment CO LTD [25%]; CLP Nuclear Power (Yangjiang) CO LTD [17%]; Guangdong Energy Group CO LTD [17%]; CGN Phase I Industrial Investment Fund CO LTD [7%]	Yangjiang Nuclear Power CO LTD	21.7092	112.2607	Yangjiang	Guangdong	pressurized water reactor
China	Yangjiang nuclear power plant	2	1086	operating	CPR-1000	2015	NA	China General Nuclear Power CO LTD [34%]; Guangdong Nuclear Power Investment CO LTD [25%]; CLP Nuclear Power (Yangjiang) CO LTD [17%]; Guangdong Energy Group CO LTD [17%]; CGN Phase I Industrial Investment Fund CO LTD [7%]	Yangjiang Nuclear Power CO LTD	21.7092	112.2607	Yangjiang	Guangdong	pressurized water reactor
China	Yangjiang nuclear power plant	3	1086	operating	CPR-1000	2016	NA	China General Nuclear Power CO LTD [34%]; Guangdong Nuclear Power Investment CO LTD [25%]; CLP Nuclear Power (Yangjiang) CO LTD [17%]; Guangdong Energy Group CO LTD [17%]; CGN Phase I Industrial Investment Fund CO LTD [7%]	Yangjiang Nuclear Power CO LTD	21.7092	112.2607	Yangjiang	Guangdong	pressurized water reactor
China	Yangjiang nuclear power plant	4	1086	operating	CPR-1000	2017	NA	China General Nuclear Power CO LTD [34%]; Guangdong Nuclear Power Investment CO LTD [25%]; CLP Nuclear Power (Yangjiang) CO LTD [17%]; Guangdong Energy Group CO LTD [17%]; CGN Phase I Industrial Investment Fund CO LTD [7%]	Yangjiang Nuclear Power CO LTD	21.7092	112.2607	Yangjiang	Guangdong	pressurized water reactor
China	Yangjiang nuclear power plant	5	1086	operating	ACPR-1000	2018	NA	China General Nuclear Power CO LTD [34%]; Guangdong Nuclear Power Investment CO LTD [25%]; CLP Nuclear Power (Yangjiang) CO LTD [17%]; Guangdong Energy Group CO LTD [17%]; CGN Phase I Industrial Investment Fund CO LTD [7%]	Yangjiang Nuclear Power CO LTD	21.7092	112.2607	Yangjiang	Guangdong	pressurized water reactor
China	Yangjiang nuclear power plant	6	1086	operating	ACPR-1000	2019	NA	China General Nuclear Power CO LTD [34%]; Guangdong Nuclear Power Investment CO LTD [25%]; CLP Nuclear Power (Yangjiang) CO LTD [17%]; Guangdong Energy Group CO LTD [17%]; CGN Phase I Industrial Investment Fund CO LTD [7%]	Yangjiang Nuclear Power CO LTD	21.7092	112.2607	Yangjiang	Guangdong	pressurized water reactor
China	Taishan nuclear power plant	1-1	1750	operating	EPR-1750	2018	NA	Taishan Nuclear Power Industry Investment CO LTD [47.5%]; EDF International [25%]; China General Nuclear Power CO LTD [12.5%]; Guangdong Nuclear Power Investment CO LTD [10%]; EDF (China) Investment LTD [5%]	Taishan Nuclear Power Joint Venture CO LTD	21.86101	112.9251	Jiangmen	Guangdong	pressurized water reactor
China	Taishan nuclear power plant	1-2	1750	operating	EPR-1750	2019	NA	Taishan Nuclear Power Industry Investment CO LTD [47.5%]; EDF International [25%]; China General Nuclear Power CO LTD [12.5%]; Guangdong Nuclear Power Investment CO LTD [10%]; EDF (China) Investment LTD [5%]	Taishan Nuclear Power Joint Venture CO LTD	21.86101	112.9251	Jiangmen	Guangdong	pressurized water reactor
China	Daya Bay nuclear power plant	1	984	operating	M310	1994	NA	Guandong Nuclear Power Joint Venture Company LTD	Daya Bay Nuclear Power Operations And Management CO LTD	22.59801	114.5434	Shenzhen	Guangdong	pressurized water reactor
China	Daya Bay nuclear power plant	2	984	operating	M310	1994	NA	Guandong Nuclear Power Joint Venture Company LTD	Daya Bay Nuclear Power Operations And Management CO LTD	22.59801	114.5434	Shenzhen	Guangdong	pressurized water reactor
China	Ling'ao nuclear power plant	1-1	990	operating	M310	2002	NA	CGN Power CO LTD [70%]; Guangdong Nuclear Power Investment CO LTD [30%]	Ling'ao Nuclear Power CO LTD	22.6056	114.5531	Shenzhen	Guangdong	pressurized water reactor
China	Ling'ao nuclear power plant	1-2	990	operating	M310	2003	NA	CGN Power CO LTD [70%]; Guangdong Nuclear Power Investment CO LTD [30%]	Ling'ao Nuclear Power CO LTD	22.6056	114.5531	Shenzhen	Guangdong	pressurized water reactor
China	Ling'ao nuclear power plant	2-3	1086	operating	CPR-1000	2010	NA	CGNPC Nuclear Power Investment CO LTD[45%]; Guangdong Nuclear Power Investment CO LTD[30%]; CGN Power CO LTD[25%]	Lingdong Nuclear Power CO LTD	22.6056	114.5531	Shenzhen	Guangdong	pressurized water reactor
China	Ling'ao nuclear power plant	2-4	1086	operating	CPR-1000	2011	NA	CGNPC Nuclear Power Investment CO LTD[45%]; Guangdong Nuclear Power Investment CO LTD[30%]; CGN Power CO LTD[25%]	Lingdong Nuclear Power CO LTD	22.6056	114.5531	Shenzhen	Guangdong	pressurized water reactor
China	China Experimental Fast Reactor (CEFR) nuclear power plant	NA	25	operating	BN-20	2011	NA	China National Nuclear CORP	China Institute Of Atomic Energy	39.7408	116.0303	Beijing Municipality	NA	other
China	10MW High Temperature Gas-cooled Reactor Test Module (HTR-10) nuclear power plant	NA	10	operating	HTR-10	2013	NA	Institute of Nuclear and New Energy Technology	Institute of Nuclear and New Energy Technology	39.9977	116.3291	Beijing	NA	other
China	Fuqing nuclear power plant	1	1089	operating	CNP-1000	2014	NA	China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%]	Fujian Fuqing Nuclear Power CO LTD	25.4403	119.4426	Fuzhou	Fujian	pressurized water reactor
China	Fuqing nuclear power plant	2	1089	operating	CNP-1000	2015	NA	China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%]	Fujian Fuqing Nuclear Power CO LTD	25.4403	119.4426	Fuzhou	Fujian	pressurized water reactor
China	Fuqing nuclear power plant	3	1089	operating	CNP-1000	2016	NA	China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%]	Fujian Fuqing Nuclear Power CO LTD	25.4403	119.4426	Fuzhou	Fujian	pressurized water reactor
China	Fuqing nuclear power plant	4	1089	operating	CNP-1000	2017	NA	China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%]	Fujian Fuqing Nuclear Power CO LTD	25.4403	119.4426	Fuzhou	Fujian	pressurized water reactor
China	Fuqing nuclear power plant	5	1150	operating	HPR-1000	2021	NA	China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%]	Fujian Fuqing Nuclear Power CO LTD	25.4403	119.4426	Fuzhou	Fujian	pressurized water reactor
China	Fuqing nuclear power plant	6	1150	operating	HPR-1000	2022	NA	China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%]	Fujian Fuqing Nuclear Power CO LTD	25.4403	119.4426	Fuzhou	Fujian	pressurized water reactor
China	Tianwan nuclear power plant	1-1	1060	operating	VVER V-428	2007	NA	China National Nuclear Power CO LTD [50%]; Shanghai Hexi Energy Investment CO LTD [30%]; Jiangsu Guoxin Group CO LTD [20%]	Jiangsu Nuclear Power CO LTD	34.6877	119.4616	Lianyungang	Jiangsu	pressurized water reactor
China	Tianwan nuclear power plant	1-2	1060	operating	VVER V-428	2007	NA	China National Nuclear Power CO LTD [50%]; Shanghai Hexi Energy Investment CO LTD [30%]; Jiangsu Guoxin Group CO LTD [20%]	Jiangsu Nuclear Power CO LTD	34.6877	119.4616	Lianyungang	Jiangsu	pressurized water reactor
China	Tianwan nuclear power plant	2-3	1126	operating	VVER V-428M	2018	NA	China National Nuclear Power CO LTD [50%]; Shanghai Hexi Energy Investment CO LTD [30%]; Jiangsu Guoxin Group CO LTD [20%]	Jiangsu Nuclear Power CO LTD	34.6877	119.4616	Lianyungang	Jiangsu	pressurized water reactor
China	Tianwan nuclear power plant	2-4	1126	operating	VVER V-428M	2018	NA	China National Nuclear Power CO LTD [50%]; Shanghai Hexi Energy Investment CO LTD [30%]; Jiangsu Guoxin Group CO LTD [20%]	Jiangsu Nuclear Power CO LTD	34.6877	119.4616	Lianyungang	Jiangsu	pressurized water reactor
China	Tianwan nuclear power plant	3-5	1118	operating	CNP-1000	2020	NA	China National Nuclear Power CO LTD [50%]; Shanghai Hexi Energy Investment CO LTD [30%]; Jiangsu Guoxin Group CO LTD [20%]	Jiangsu Nuclear Power CO LTD	34.6877	119.4616	Lianyungang	Jiangsu	pressurized water reactor
China	Tianwan nuclear power plant	3-6	1118	operating	CNP-1000	2021	NA	China National Nuclear Power CO LTD [50%]; Shanghai Hexi Energy Investment CO LTD [30%]; Jiangsu Guoxin Group CO LTD [20%]	Jiangsu Nuclear Power CO LTD	34.6877	119.4616	Lianyungang	Jiangsu	pressurized water reactor
China	Ningde nuclear power plant	1	1089	operating	CPR-1000	2013	NA	CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%]	Fujian Ningde Nuclear Power CO LTD	27.1003	120.2515	Ningde	Fujian	pressurized water reactor
China	Ningde nuclear power plant	2	1089	operating	CPR-1000	2014	NA	CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%]	Fujian Ningde Nuclear Power CO LTD	27.1003	120.2515	Ningde	Fujian	pressurized water reactor
China	Ningde nuclear power plant	3	1089	operating	CPR-1000	2015	NA	CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%]	Fujian Ningde Nuclear Power CO LTD	27.1003	120.2515	Ningde	Fujian	pressurized water reactor
China	Ningde nuclear power plant	4	1089	operating	CPR-1000	2016	NA	CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%]	Fujian Ningde Nuclear Power CO LTD	27.1003	120.2515	Ningde	Fujian	pressurized water reactor
Taiwan	Maanshan nuclear power plant	1	951	operating	WH 3LP (WE 312)	1984	NA	Taiwan Power CO	Taiwan Power CO	21.9589	120.7501	NA	Pingtung County	pressurized water reactor
Taiwan	Maanshan nuclear power plant	2	951	operating	WH 3LP (WE 312)	1985	NA	Taiwan Power CO	Taiwan Power CO	21.9589	120.7501	NA	Pingtung County	pressurized water reactor
China	Fangjiashan nuclear power plant	1	1089	operating	CPR-1000	2014	NA	China National Nuclear CORP	Qinshan Nuclear Power CO	30.7535	120.7589	Jiaxing	Zhejiang	pressurized water reactor
China	Fangjiashan nuclear power plant	2	1089	operating	CPR-1000	2015	NA	China National Nuclear CORP	Qinshan Nuclear Power CO	30.7535	120.7589	Jiaxing	Zhejiang	pressurized water reactor
China	Qinshan nuclear power plant	1-1	330	operating	CNP-300	1994	NA	China National Nuclear Power CO LTD [72%]; Zhejiang Zheneng Electric Power CO LTD [28%]	Qinshan Nuclear Power CO LTD	30.5255	120.9464	Jiaxing	Zhejiang	pressurized water reactor
China	Qinshan nuclear power plant	2-1	650	operating	CNP-600	2002	NA	China National Nuclear Power CO LTD [50%]; Zhejiang Zheneng Electric Power CO LTD [20%]; Shenergy CO LTD [12%]; Jiangsu Guoxin Group CO LTD [10%]; Shanghai Hexi Energy Investment CO LTD [6%]; Anhui Wanneng CO LTD [2%]	Nuclear Power Qinshan Joint Venture CO LTD	30.5255	120.9464	Jiaxing	Zhejiang	pressurized water reactor
China	Qinshan nuclear power plant	3-1	728	operating	CANDU 6	2002	NA	China National Nuclear Power CO LTD [51%]; Shanghai Hexi Energy Investment CO LTD [20%]; Shenergy CO LTD [10%]; Zhejiang Zheneng Electric Power CO LTD [10%]; Jiangsu Guoxin Group CO LTD [9%]	Third Qinshan Nuclear Power CO LTD	30.5255	120.9464	Jiaxing	Zhejiang	pressurized water reactor
China	Qinshan nuclear power plant	3-2	728	operating	CANDU 6	2003	NA	China National Nuclear Power CO LTD [51%]; Shanghai Hexi Energy Investment CO LTD [20%]; Shenergy CO LTD [10%]; Zhejiang Zheneng Electric Power CO LTD [10%]; Jiangsu Guoxin Group CO LTD [9%]	Third Qinshan Nuclear Power CO LTD	30.5255	120.9464	Jiaxing	Zhejiang	pressurized water reactor
China	Qinshan nuclear power plant	2-2	650	operating	CNP-600	2004	NA	China National Nuclear Power CO LTD [50%]; Zhejiang Zheneng Electric Power CO LTD [20%]; Shenergy CO LTD [12%]; Jiangsu Guoxin Group CO LTD [10%]; Shanghai Hexi Energy Investment CO LTD [6%]; Anhui Wanneng CO LTD [2%]	Nuclear Power Qinshan Joint Venture CO LTD	30.5255	120.9464	Jiaxing	Zhejiang	pressurized water reactor
China	Qinshan nuclear power plant	2-3	660	operating	CNP-600	2010	NA	China National Nuclear Power CO LTD [50%]; Zhejiang Zheneng Electric Power CO LTD [20%]; Shenergy CO LTD [12%]; Jiangsu Guoxin Group CO LTD [10%]; Shanghai Hexi Energy Investment CO LTD [6%]; Anhui Wanneng CO LTD [2%]	Nuclear Power Qinshan Joint Venture CO LTD	30.5255	120.9464	Jiaxing	Zhejiang	pressurized water reactor
